"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL65";"CAMPTOTHECIN";"-1.0";"348.36";"0";"2.08";"SID50104726";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL211501";"ANTIMYCIN A";"None";"548.63";"1";"3.48";"ANTIMYCIN A";"CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL484451";"";"None";"250.39";"0";"3.17";"18a";"CCc1cc(NCC(C)C)nc(NCC(C)C)n1";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1028198";"Antagonist activity at ERalpha in human HEC1 cells assessed as inhibition of estrogen-induced transcriptional activity after 24 hrs by reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEC-1";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140106";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308740";"";"";""
"CHEMBL4640476";"";"None";"230.06";"None";"None";"9";"B.CP(c1ccccc1)c1ccc(O)cc1";"IC50";"'='";"9800.0";"nM";"5.01";"";"";"UO_0000065";"21.77";"None";"None";"None";"0";"CHEMBL4617446";"Antagonist activity at human Gal4-fused ERalpha expressed in HEK293 cells assessed as inhibition of E2-induced transcriptional activation after 24 hrs by luciferase/beta-galactosidase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4616613";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307715";"";"";""
"CHEMBL4171332";"";"None";"471.60";"1";"6.27";"14o";"CC1=C(c2cccc(O)c2)C(c2ccc(OC[C@H](C)N3CC[C@H](C)C3)cc2)Oc2ccc(O)cc21";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"20.57";"0.38";"3.43";"15.60";"0";"CHEMBL4151744";"Induction of ERalpha degradation in human MCF7 cells in phenol red free RPMI medium containing 5% charcoal dextran-treated FBS incubated for 4 hrs by SP1 and anti-ER rabbit monocolnal antibody based in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145684";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4175179";"";"None";"471.60";"1";"6.27";"15d";"CC1=C(c2ccc(O)cc2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2cc(O)ccc21";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"20.19";"0.37";"3.25";"15.32";"0";"CHEMBL4151744";"Induction of ERalpha degradation in human MCF7 cells in phenol red free RPMI medium containing 5% charcoal dextran-treated FBS incubated for 4 hrs by SP1 and anti-ER rabbit monocolnal antibody based in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145684";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4159900";"";"None";"533.69";"2";"5.97";"15j";"CC1=C(c2cccc(S(C)(=O)=O)c2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(O)cc21";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"16.59";"0.32";"2.88";"11.64";"0";"CHEMBL4151744";"Induction of ERalpha degradation in human MCF7 cells in phenol red free RPMI medium containing 5% charcoal dextran-treated FBS incubated for 4 hrs by SP1 and anti-ER rabbit monocolnal antibody based in-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145684";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL3827200";"";"None";"484.51";"0";"3.32";"21e";"O=C1c2cc(O)ccc2-c2c1c1ccc(O)cc1c(=O)n2-c1ccc(OCCN2CCOCC2)cc1";"IC50";"'='";"19800.0";"nM";"4.70";"";"";"UO_0000065";"9.71";"0.18";"1.38";"4.65";"0";"CHEMBL3829134";"Displacement of fluorescein-labeled estrogen ligand from recombinant ER-alpha (unknown origin) incubated for 2 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826943";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";""
"CHEMBL3827633";"";"None";"539.63";"1";"4.24";"20f";"COc1ccc2c(c1)C(=O)c1c-2n(-c2ccc(OCCCN3CCN(C)CC3)cc2)c(=O)c2cc(OC)ccc12";"IC50";"'='";"35200.0";"nM";"4.45";"";"";"UO_0000065";"8.25";"0.15";"0.21";"6.08";"0";"CHEMBL3829134";"Displacement of fluorescein-labeled estrogen ligand from recombinant ER-alpha (unknown origin) incubated for 2 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826943";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";""
"CHEMBL3827034";"";"None";"510.59";"2";"5.08";"19d";"COc1ccc2c(c1)C(=O)c1c-2n(-c2ccc(OCCN3CCCCC3)cc2)c(=O)c2cc(OC)ccc12";"IC50";"'='";"24900.0";"nM";"4.60";"";"";"UO_0000065";"9.02";"0.17";"-0.48";"6.58";"0";"CHEMBL3829134";"Displacement of fluorescein-labeled estrogen ligand from recombinant ER-alpha (unknown origin) incubated for 2 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826943";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";""
"CHEMBL672";"FENOFIBRATE";"4.0";"360.84";"0";"4.68";"FENOFIBRATE";"CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL1454";"LEVAMISOLE";"4.0";"204.30";"0";"2.15";"LEVAMISOLE";"c1ccc([C@H]2CN3CCSC3=N2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL3360844";"";"None";"347.37";"0";"3.68";"20";"O=C1[C@@H](c2ccc(O)cc2)[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"17.15";"0.31";"2.28";"7.36";"0";"CHEMBL3382763";"Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352633";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL3360852";"";"None";"405.45";"0";"3.85";"29";"COc1ccc([C@H]2[C@H](C(O)c3ccc(O)cc3)C(=O)N2c2ccc(OC)cc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3382763";"Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352633";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL227934";"STRYCHNINE";"-1.0";"334.42";"0";"2.09";"STRYCHNINE";"O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL3360849";"";"None";"421.45";"0";"4.00";"25";"COc1cc([C@H]2[C@H](c3ccc(O)cc3)C(=O)N2c2ccc(O)cc2)cc(OC)c1OC";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"11.26";"0.21";"0.74";"5.36";"0";"CHEMBL3382763";"Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352633";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL635";"PREDNISONE";"4.0";"358.43";"0";"1.77";"PREDNISONE";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL29292";"UBENIMEX";"2.0";"308.38";"0";"0.53";"Bestatin";"CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL332625";"";"None";"420.53";"0";"4.47";"7";"Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(N3CCNCC3)cc2)cc1";"IC50";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"19.87";"0.38";"3.89";"12.86";"0";"CHEMBL677477";"Binding affinity for human estrogen receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148423";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL1215127";"";"None";"393.87";"1";"5.08";"R-15g";"N#Cc1ccc(N2N=C(c3ccc(C(=O)O)cc3)C[C@@H]2C2CCCC2)cc1Cl";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1219666";"Antagonist activity at estrogen receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212897";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL1257167";"";"None";"494.49";"1";"7.15";"11c";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)C/C=C/CC(F)(C(F)(F)F)C(F)(F)F";"IC50";"'<'";"15848.93";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1259731";"Antagonist activity at ERalpha-LBD in human U2OS cells transfected with Gal4-DBD assessed as inhibition of transactivation activity after 18 hrs by luciferase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U2OS";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255573";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307757";"";"";""
"CHEMBL4091321";"";"None";"403.46";"1";"5.87";"53l";"Cc1ncccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1";"IC50";"'='";"669.0";"nM";"6.17";"";"";"UO_0000065";"15.30";"0.29";"0.30";"7.75";"0";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4067493";"";"None";"418.47";"1";"6.18";"53a";"Cc1cc(-c2sc3cc(O)ccc3c2Oc2ccc(/C=C/C(=O)O)cc2)ccc1O";"IC50";"'='";"327.0";"nM";"6.49";"";"";"UO_0000065";"15.50";"0.30";"0.31";"7.46";"0";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4094916";"";"None";"432.50";"1";"6.65";"42f";"CC/C(=C\c1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)C(=O)O";"IC50";"'='";"216.0";"nM";"6.67";"";"";"UO_0000065";"15.41";"0.29";"0.02";"7.66";"0";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4065563";"";"None";"434.47";"1";"5.88";"42c";"COc1cc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)ccc1/C=C/C(=O)O";"IC50";"'='";"5020.0";"nM";"5.30";"";"";"UO_0000065";"12.20";"0.23";"-0.58";"5.51";"0";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4087507";"";"None";"440.52";"1";"6.68";"18";"Cn1cnc(/C=C/c2ccc(Oc3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)c1";"IC50";"'='";"125.0";"nM";"6.90";"";"";"UO_0000065";"15.67";"0.29";"0.22";"10.23";"0";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4080411";"";"None";"417.49";"1";"5.53";"35a";"CNC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"17.43";"0.33";"1.75";"9.23";"0";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL1358";"FULVESTRANT";"4.0";"606.78";"2";"8.68";"5";"C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"'='";"3.4";"nM";"8.47";"";"";"UO_0000065";"13.96";"0.28";"-0.21";"13.33";"1";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL83";"TAMOXIFEN";"4.0";"371.52";"1";"6.00";"1";"CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"1605.0";"nM";"5.79";"";"";"UO_0000065";"15.60";"0.28";"-0.21";"46.47";"1";"CHEMBL4024644";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4068267";"";"None";"426.50";"1";"6.67";"19";"Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(/C=C/c3c[nH]cn3)cc2)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"18.66";"0.35";"1.29";"10.16";"0";"CHEMBL4024646";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells after 18 to 24 hrs by in-cell Western analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4086258";"";"None";"388.44";"1";"6.16";"53c";"O=C(O)/C=C/c1ccc(Oc2c(-c3ccccc3)sc3cc(O)ccc23)cc1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"19.53";"0.37";"1.43";"11.36";"0";"CHEMBL4024646";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells after 18 to 24 hrs by in-cell Western analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL489";"AFIMOXIFENE";"3.0";"387.52";"1";"5.70";"2";"CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"10.2";"nM";"7.99";"";"";"UO_0000065";"20.62";"0.38";"2.29";"24.44";"0";"CHEMBL4024656";"Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced GREB1 mRNA expression after 24 hrs by TaqMan assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020850";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4076313";"";"None";"302.71";"0";"3.83";"3d";"Cc1c(-c2ccc(O)cc2Cl)c(=O)oc2cc(O)ccc12";"IC50";"'='";"1238.0";"nM";"5.91";"";"";"UO_0000065";"19.51";"0.38";"2.08";"8.36";"0";"CHEMBL4035608";"Antagonist activity at ERalpha (unknown origin) expressed in HEK293T cells assessed as inhibition of estradiol-induced response after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033683";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";""
"CHEMBL42442";"OXFENDAZOLE";"2.0";"315.35";"0";"2.91";"OXFENDAZOLE";"COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909145";"DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";""
"CHEMBL4162177";"";"None";"473.59";"1";"6.21";"6";"Oc1cccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)c1";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"19.33";"0.36";"2.94";"17.30";"0";"CHEMBL4136245";"Induction of ERalpha degradation in human MCF7 cells after 4 hrs by in cell western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130556";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";""
"CHEMBL4162177";"";"None";"473.59";"1";"6.21";"6";"Oc1cccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.37";"0.34";"2.49";"16.43";"0";"CHEMBL4136239";"Antagonist activity at recombinant human His6-tagged ERalpha LBD (298 to 554 residues) expressed in Escherichia coli assessed as inhibition of estradiol-induced fluorescein-labeled PGC1alpha coactivator peptide binding after overnight incubation by Lantascreen TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130556";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";""
"CHEMBL2137046";"AFIMOXIFENE";"None";"387.52";"1";"5.70";"3; 4-OHT";"CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"18.46";"0.34";"1.45";"21.88";"0";"CHEMBL4235267";"Antagonist activity at recombinant human ERalpha expressed in HEK293 cells assessed as inhibition of estradiol-induced YFP-fused SRC1 coactivator recruitment measured after 1 hr in presence of Coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL206";"Estrogen receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229504";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";""
