"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL262777";"VANCOMYCIN";"4.0";"1449.27";"None";"None";"VANCOMYCIN";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL24944";"TRIBROMSALAN";"4.0";"449.92";"0";"4.93";"TRIBROMSALAN";"O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"LETROZOLE";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1321";"PROCARBAZINE";"4.0";"221.30";"0";"1.05";"PROCARBAZINE";"CNNCc1ccc(C(=O)NC(C)C)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL410295";"";"None";"530.64";"1";"4.69";"25";"Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL934211";"Inhibition of Erk1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143254";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL296586";"KENPAULLONE";"None";"327.18";"0";"4.09";"K00061, Kenpaullone";"O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"14.36";"0.32";"0.61";"10.47";"0";"CHEMBL939353";"Inhibition of ERK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145498";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";""
"CHEMBL3577634";"";"None";"538.00";"2";"6.20";"6i";"COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4cccc(Cl)c4)cc3)N=C2c2ccccc2)c1";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"13.11";"0.25";"0.85";"8.79";"0";"CHEMBL3580222";"Inhibition of ERK1 (unknown origin) using GFP-ATF2 as substrate after 1 hr by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576835";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";""
"CHEMBL4070112";"";"None";"367.38";"0";"4.40";"7d";"CNc1cc(Oc2ccc(NC(=O)Nc3ccc(C)cc3)cc2F)ncn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3994955";"Inhibition of full length recombinant human N-terminal GST-tagged ERK1 expressed in Escherichia coli in presence of [gamma33P]ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994581";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4066428";"";"None";"365.46";"0";"4.43";"8d";"CNc1cc(Oc2ccc(NC(=S)Nc3ccccc3)cc2C)ncn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3994955";"Inhibition of full length recombinant human N-terminal GST-tagged ERK1 expressed in Escherichia coli in presence of [gamma33P]ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994581";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4075023";"";"None";"433.46";"1";"5.45";"8f";"CNc1cc(Oc2ccc(NC(=S)Nc3cccc(C(F)(F)F)c3)c(C)c2)ncn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3994955";"Inhibition of full length recombinant human N-terminal GST-tagged ERK1 expressed in Escherichia coli in presence of [gamma33P]ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994581";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL4088518";"";"None";"452.52";"0";"4.34";"9e";"Cc1cc(Oc2cc(N3CCOCC3)ncn2)ccc1NC(=O)Nc1cc(C(C)(C)C)on1";"IC50";"'='";"8700.0";"nM";"5.06";"";"";"UO_0000065";"11.18";"0.21";"0.72";"4.41";"0";"CHEMBL3994955";"Inhibition of full length recombinant human N-terminal GST-tagged ERK1 expressed in Escherichia coli in presence of [gamma33P]ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994581";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL3798604";"";"None";"358.40";"0";"3.43";"1";"O=C(NCCOc1ccccc1)c1ccc2[nH]nc(-c3ccncc3)c2c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3802287";"Inhibition of human recombinant GST-tagged ERK1 expressed in Escherichia coli using ser/thr 3 Peptide as substrate preincubated for 1 hr measured after 1 hr by Z-LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797088";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL1956069";"";"None";"451.60";"0";"4.24";"Ro-0506220";"COc1cccc(C(=O)c2sc(Nc3ccc(N4CCN(C(C)C)CC4)cc3)nc2N)c1";"IC50";"'>'";"100000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1959428";"Inhibition of ERK1 using fluorescent substrate by IMAP assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955770";"1";"Scientific Literature";"J Biol Chem";"2006";"None";"";"";""
"CHEMBL415690";"BETADEX";"3.0";"1134.99";"None";"None";"BETA CYCLODEXTRIN";"OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL282575";"ESTRADIOL BENZOATE";"4.0";"376.50";"1";"5.12";"BETA-ESTRADIOL 3-BENZOATE";"C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL942";"BISACODYL";"4.0";"361.40";"0";"4.11";"BISACODYL";"CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL856";"PRIMIDONE";"4.0";"218.26";"0";"0.54";"PRIMIDONE";"CCC1(c2ccccc2)C(=O)NCNC1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL139835";"CYPROTERONE ACETATE";"4.0";"416.95";"0";"4.61";"CYPROTERONE ACETATE";"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL541";"BENZOIC ACID";"4.0";"122.12";"0";"1.38";"BENZOIC ACID";"O=C(O)c1ccccc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1117";"IDARUBICIN";"4.0";"497.50";"0";"1.02";"IDARUBICIN";"CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1200431";"GADOPENTETATE DIMEGLUMINE";"4.0";"742.79";"None";"None";"GADOPENTETATE DIMEGLUMINE";"";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL16073";"PHENACETIN";"4.0";"179.22";"0";"2.04";"PHENACETIN";"CCOc1ccc(NC(C)=O)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL276832";"HYDRALAZINE";"4.0";"160.18";"0";"0.92";"HYDRALAZINE";"NNc1nncc2ccccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL404811";"DIGITONIN";"None";"1229.32";"None";"None";"DIGITONIN";"C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)C(O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1909076";"";"None";"270.38";"0";"1.21";"S-(N-BENZYLTHIOCARBAMOYL)-L-CYSTEINE";"N[C@H](CSC(=S)NCc1ccccc1)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1909057";"COPPER(II) OXIDE";"None";"79.55";"None";"None";"COPPER(II) OXIDE";"";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL267894";"AMOBARBITAL";"4.0";"226.28";"0";"1.18";"AMOBARBITAL";"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1536";"ERGOCALCIFEROL";"4.0";"396.66";"1";"7.64";"ERGOCALCIFEROL";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL156455";"1,1-DICHLOROETHENE";"None";"96.94";"0";"1.94";"1,1-DICHLOROETHENE";"C=C(Cl)Cl";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL290916";"EDARAVONE";"4.0";"174.20";"0";"1.80";"EDARAVONE";"CC1=NN(c2ccccc2)C(=O)C1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL3798631";"";"None";"376.85";"0";"4.77";"6i";"CC(NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1)c1cccc(Cl)c1";"IC50";"'='";"154.0";"nM";"6.81";"";"";"UO_0000065";"18.08";"0.34";"2.04";"9.64";"0";"CHEMBL3802287";"Inhibition of human recombinant GST-tagged ERK1 expressed in Escherichia coli using ser/thr 3 Peptide as substrate preincubated for 1 hr measured after 1 hr by Z-LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797088";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3800263";"";"None";"362.82";"0";"4.21";"7g; 9a";"O=C(NCc1ccccc1Cl)c1ccc2[nH]nc(-c3ccncc3)c2c1";"IC50";"'='";"46.3";"nM";"7.33";"";"";"UO_0000065";"20.22";"0.39";"3.12";"10.38";"0";"CHEMBL3802287";"Inhibition of human recombinant GST-tagged ERK1 expressed in Escherichia coli using ser/thr 3 Peptide as substrate preincubated for 1 hr measured after 1 hr by Z-LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797088";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL1566";"ACARBOSE";"4.0";"645.61";"3";"-8.56";"ACARBOSE";"C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL1110";"ALOSETRON";"4.0";"294.36";"0";"2.41";"ALOSETRON";"Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909199";"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";""
"CHEMBL280074";"OLOMOUCINE";"None";"298.35";"0";"1.38";"olomoucine";"Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"15.16";"0.28";"3.14";"5.15";"0";"CHEMBL732082";"Inhibition of Mitogen-activated protein kinase 3 (MAPK-ERK1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135432";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL558512";"";"None";"422.45";"0";"2.91";"7l";"O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCn2ccnc2)c2ccccc12";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1064039";"Inhibition of recombinant ERK1 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152957";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL4088216";"TP-030-1";"None";"402.45";"0";"2.35";"EUB0000719";"CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21";"IC50";"";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4884766";"ERK1(MAP3LGY1) Takeda global kinase panel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3385";"MAP kinase ERK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507327";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1.0 µM";"";""
